deposit_type,lead_time,total_of_special_requests,market_segment,adr,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights
0,2,1,3,85.0,12,13,1
0,0,2,1,48.0,9,28,2
0,329,1,1,89.1,30,27,2
0,37,0,1,126.9,18,29,2
0,170,1,1,112.2,33,11,3
1,129,0,0,130.0,25,24,1
0,168,0,0,50.0,37,11,2
0,0,1,1,88.0,6,9,1
0,100,0,1,109.4,22,25,4
1,74,0,2,101.5,38,18,2
0,346,1,2,115.0,38,13,2
1,178,0,0,135.0,37,9,2
0,10,0,0,100.25,53,30,2
0,2,0,2,120.0,28,15,1
0,37,0,2,95.0,42,13,3
0,86,1,2,65.0,21,20,2
0,28,0,1,86.4,13,30,1
0,116,0,2,61.0,10,28,1
0,141,1,1,98.1,28,15,1
0,125,0,1,135.0,28,15,1
0,215,0,1,76.24,25,21,4
0,111,2,1,144.0,16,17,2
0,10,1,1,87.5,47,14,3
0,14,0,2,100.0,42,15,1
1,274,0,0,62.0,15,7,2
1,350,0,0,30.0,12,24,2
0,55,0,1,154.0,30,24,1
0,13,2,1,80.0,3,21,1
1,53,0,0,105.0,40,26,2
0,88,0,1,200.0,33,16,3
0,141,0,1,103.05,35,22,3
0,180,0,2,80.75,22,23,5
0,21,1,1,60.0,50,7,1
0,148,2,1,111.25,15,10,3
1,215,0,0,110.0,26,28,4
0,95,0,1,95.76,35,29,2
0,70,0,1,170.1,36,3,4
0,1,0,1,55.0,6,11,1
1,87,0,0,36.05,40,3,1
1,358,0,0,62.0,27,30,2
0,33,1,1,102.37,9,26,2
1,608,0,0,62.0,10,9,2
0,349,0,2,96.67,41,4,5
0,27,1,1,66.31,6,4,3
0,2,1,2,29.0,3,11,3
0,130,1,2,89.0,16,22,2
0,31,1,0,305.0,53,30,2
0,51,2,1,140.0,32,12,4
1,317,0,2,120.0,38,15,2
1,149,0,0,68.0,49,5,1
0,285,1,0,64.0,39,20,5
0,41,0,2,66.29,10,28,5
0,32,0,2,73.0,47,20,2
0,48,1,1,178.58,35,29,5
0,10,2,1,81.0,52,24,1
0,18,0,0,75.0,29,18,1
0,243,0,0,55.1,41,6,3
0,228,1,1,212.17,31,30,8
0,72,0,1,177.5,29,14,3
0,3,1,1,100.5,47,19,1
1,127,0,0,80.0,10,11,1
1,165,0,0,225.0,20,19,2
0,55,1,2,44.5,40,29,5
0,20,0,0,62.0,30,22,2
0,26,0,3,119.0,15,4,0
0,8,1,1,247.0,28,15,2
0,140,0,0,65.0,47,18,3
0,100,3,1,105.0,22,25,4
0,22,1,1,115.0,17,29,1
1,164,0,0,160.0,20,15,2
0,236,2,1,106.25,43,20,3
0,54,1,1,126.9,23,31,2
0,11,0,2,30.6,45,2,5
0,39,1,1,115.6,53,28,4
0,37,1,1,95.4,12,14,3
1,313,0,0,62.0,35,26,2
0,0,0,3,131.0,37,7,4
0,144,1,2,90.0,18,6,1
1,393,0,0,70.53,12,19,1
0,29,1,1,72.0,5,26,3
0,16,0,1,82.02,8,20,5
0,16,2,1,155.6,46,6,3
0,7,0,1,89.0,21,16,0
0,11,1,1,150.0,24,11,0
0,175,0,2,130.0,23,9,2
0,248,1,1,54.0,18,3,4
0,109,0,2,72.25,30,18,6
1,317,0,2,120.0,38,15,2
0,154,0,1,37.8,2,9,5
0,5,1,1,71.84,9,24,1
0,83,0,2,112.2,40,30,1
0,226,1,1,139.0,25,15,4
0,21,1,3,56.0,11,12,1
0,56,0,1,144.0,15,11,3
1,277,0,0,100.0,46,7,2
0,108,1,1,79.2,50,10,1
0,132,0,1,224.0,33,11,1
0,5,0,3,78.0,51,14,2
0,6,1,1,160.0,26,30,1
0,14,0,2,73.0,22,27,1
1,112,0,0,64.0,14,30,2
0,322,0,0,92.0,26,22,3
0,90,0,3,216.0,15,10,2
0,60,0,1,109.8,48,20,1
0,0,0,3,152.0,39,22,1
1,150,0,2,120.0,24,17,3
0,76,0,0,50.0,49,29,2
0,128,0,0,80.0,15,13,8
1,393,0,2,90.0,16,22,1
1,356,0,0,62.0,41,8,2
0,129,1,2,149.63,28,11,5
0,4,0,1,98.0,48,27,2
0,89,2,1,137.7,30,17,0
0,36,0,1,81.09,5,31,4
0,180,1,2,100.0,19,2,1
0,20,0,2,120.0,26,29,2
0,35,2,1,117.0,40,25,0
0,43,1,1,77.69,4,19,5
0,274,2,1,107.0,33,9,3
0,10,0,2,107.0,21,21,1
0,16,0,0,124.7,30,25,1
0,71,1,2,121.1,15,9,3
0,273,1,3,264.6,32,7,7
1,279,0,2,110.0,42,12,3
1,97,0,0,140.0,41,5,3
0,62,2,1,98.55,37,4,2
0,0,0,2,66.0,51,15,5
0,65,1,2,80.75,44,23,1
0,34,0,0,75.0,3,18,1
0,17,0,1,194.0,24,11,3
0,11,2,1,135.0,18,27,4
0,0,0,3,47.0,20,15,0
0,169,0,1,148.5,30,26,3
0,1,1,1,93.0,8,25,1
0,11,0,0,68.0,49,5,1
0,1,2,1,139.0,24,8,1
0,34,0,3,146.0,28,10,1
0,241,0,1,68.61,29,21,1
0,117,0,1,99.85,18,29,2
0,106,0,1,85.0,18,27,4
0,90,3,3,175.0,28,9,0
0,3,1,1,75.0,11,18,1
1,148,0,0,39.0,43,24,1
0,15,0,1,111.0,49,3,1
0,6,1,1,108.0,51,12,0
0,0,0,2,120.0,26,28,1
0,59,0,1,101.1,27,27,2
0,192,0,2,90.61,39,19,5
0,9,1,1,59.33,50,4,1
0,32,0,5,50.0,17,19,1
0,35,1,1,135.9,34,15,1
0,79,0,3,169.48,53,31,3
0,206,1,1,55.25,44,27,5
0,158,1,1,117.0,16,21,2
0,63,3,3,116.6,49,2,2
1,55,0,0,79.0,3,18,2
1,240,0,0,110.0,30,23,1
1,168,0,0,80.0,18,28,3
0,0,1,3,88.0,6,8,1
0,91,0,2,80.0,40,30,2
0,117,0,1,96.05,15,6,4
0,65,0,0,62.5,44,28,1
0,21,0,2,113.75,22,2,5
0,102,0,2,87.0,42,16,2
0,127,0,2,86.36,33,8,5
0,199,1,2,38.0,22,28,2
0,3,0,5,80.0,11,7,1
0,19,3,1,62.0,8,25,1
0,31,2,1,99.0,26,27,1
0,86,1,1,88.4,4,26,4
0,1,1,1,104.72,28,5,1
0,3,2,1,129.0,13,21,3
0,8,2,1,92.17,15,5,4
0,226,2,1,90.0,7,14,1
1,323,0,0,72.0,22,3,5
0,136,0,0,60.0,29,17,2
0,189,0,0,65.0,21,19,3
1,167,0,2,115.0,21,25,3
0,17,1,1,199.0,32,6,0
0,95,2,1,77.86,50,7,4
0,74,0,1,89.25,41,7,4
0,1,0,2,25.0,3,14,1
0,112,1,2,120.0,23,2,3
0,9,1,4,0.0,48,27,2
0,40,0,1,139.5,41,5,2
0,280,1,1,73.95,47,16,4
0,45,1,1,37.8,2,14,5
0,36,1,1,96.3,46,13,2
1,71,0,2,120.0,25,14,3
0,41,0,2,75.0,9,28,2
0,367,2,0,107.0,26,27,4
0,4,2,1,221.39,15,8,2
0,4,1,1,112.5,15,8,2
0,39,0,2,109.0,33,14,2
0,3,0,1,106.0,53,27,2
0,3,2,0,30.0,3,19,1
0,50,2,1,97.2,42,9,0
0,86,2,1,137.7,29,14,3
1,350,0,2,90.0,40,30,2
0,405,0,2,91.5,27,4,2
0,12,2,2,85.6,44,31,1
0,126,1,1,50.06,21,21,6
0,83,2,3,85.5,53,27,1
0,25,1,1,48.0,11,6,1
0,3,1,1,177.0,33,7,0
0,22,0,3,238.0,11,15,6
1,50,0,0,146.0,43,24,1
0,147,2,1,103.7,27,1,2
0,49,2,1,39.0,53,28,1
0,161,1,1,102.04,21,25,3
0,165,0,0,136.5,53,30,4
0,14,1,1,147.0,23,29,0
0,32,1,1,86.15,8,19,2
0,5,0,1,94.0,22,29,0
0,149,1,1,195.3,33,12,2
1,274,0,0,36.05,40,3,5
0,141,1,1,85.5,32,5,2
0,57,1,1,88.4,49,2,2
0,69,2,1,108.53,18,27,4
1,106,0,0,70.0,50,9,2
0,3,0,2,75.0,28,11,1
0,188,1,1,86.75,28,7,2
0,111,0,1,74.8,11,16,3
0,6,0,5,76.0,19,9,2
1,105,0,2,160.0,20,19,2
0,187,1,3,149.85,29,15,4
0,1,0,1,0.0,2,13,1
0,346,1,2,115.0,38,13,2
0,137,2,2,77.0,7,7,1
0,76,1,3,108.8,29,16,1
1,313,0,0,62.0,35,26,2
0,155,0,1,107.1,27,6,3
0,164,2,1,90.0,12,13,2
0,170,2,1,51.69,52,22,9
0,103,1,1,230.0,32,7,5
0,17,0,0,66.0,45,30,0
0,144,0,0,62.0,11,14,14
1,302,0,2,100.0,38,16,2
0,265,1,2,115.0,26,24,2
0,1,2,2,45.0,18,28,1
0,11,0,3,165.0,25,13,0
0,327,0,3,93.5,18,2,2
0,3,1,1,48.0,3,16,1
0,51,0,1,108.0,15,10,3
0,150,1,1,121.0,25,13,2
0,0,0,1,60.0,7,14,1
0,180,0,1,121.0,33,16,2
0,16,0,1,98.12,3,15,5
0,0,1,1,221.0,19,3,4
0,27,1,1,140.0,23,6,1
0,213,0,0,87.0,21,16,1
0,340,0,2,0.0,37,12,5
0,0,1,1,81.0,46,11,2
0,289,0,0,85.5,47,20,2
0,1,0,1,58.0,43,24,1
0,65,0,0,65.0,2,12,2
0,173,0,1,133.2,24,17,1
0,5,1,1,138.5,16,14,3
0,141,1,1,92.33,39,20,3
0,180,2,1,66.49,44,26,4
0,24,0,2,58.0,14,28,5
0,210,0,3,119.0,33,11,4
0,36,1,1,64.8,46,10,3
0,17,0,1,82.0,45,5,5
0,197,0,1,130.5,24,16,2
0,51,0,2,75.0,46,11,2
0,0,0,1,75.0,33,11,1
0,251,0,2,95.73,24,6,5
0,45,1,0,65.0,25,17,2
0,103,0,1,118.8,32,3,3
0,34,1,1,99.0,40,25,0
0,7,0,0,50.0,41,5,4
0,116,2,1,135.9,39,23,1
0,59,2,2,89.1,21,23,1
0,97,0,1,76.5,34,19,3
0,11,0,0,68.0,49,5,1
1,164,0,0,160.0,20,15,2
0,34,0,0,64.0,39,21,1
0,84,0,1,171.5,36,29,3
0,192,0,2,95.0,26,24,2
0,7,1,1,140.0,41,4,5
1,150,0,2,101.0,1,2,1
0,74,1,1,146.67,25,20,3
0,191,0,1,94.5,35,22,2
0,20,1,1,79.5,2,12,2
0,1,2,1,185.0,39,22,1
0,246,0,2,100.0,21,27,1
0,0,1,1,85.0,53,29,1
0,120,1,1,129.81,38,11,5
0,129,1,1,172.5,15,14,2
0,6,0,1,58.0,11,10,3
0,89,1,2,0.0,46,9,0
0,90,1,1,59.4,49,4,2
1,176,0,2,125.0,15,9,1
0,92,1,2,49.07,48,26,3
0,67,1,1,140.0,23,6,2
0,87,0,1,58.0,44,27,3
1,44,0,2,75.0,8,17,3
0,62,1,1,115.04,40,27,2
0,264,0,0,62.0,28,8,2
0,34,0,0,62.0,32,5,2
1,276,0,0,62.0,30,20,1
0,5,0,2,75.81,7,8,15
0,105,1,1,95.0,33,13,3
0,2,0,3,92.5,10,5,0
0,1,1,1,90.0,43,18,3
0,8,2,1,176.0,17,21,3
1,198,0,0,90.0,49,5,1
0,52,1,1,63.0,51,17,1
0,11,0,0,98.0,39,22,2
0,39,0,1,129.7,40,25,0
1,405,0,0,65.0,33,10,2
0,42,0,1,62.0,1,7,1
1,245,0,2,75.0,25,17,2
0,141,0,2,90.0,39,20,0
0,91,0,2,75.0,40,30,2
0,212,0,1,289.6,28,14,7
1,198,0,0,120.0,37,9,2
0,260,0,1,90.0,10,10,2
0,110,2,3,104.4,17,27,3
0,4,1,4,0.0,50,11,1
1,74,0,0,70.0,9,26,2
0,9,0,1,96.0,50,9,3
0,4,0,1,144.0,22,29,2
0,8,1,1,54.0,2,8,2
0,11,0,3,175.0,18,5,1
0,29,2,1,37.8,45,4,2
0,199,0,3,107.1,53,29,3
0,141,2,3,150.0,34,23,2
0,114,0,0,78.0,7,15,4
0,90,1,1,90.3,15,9,1
0,21,1,1,139.0,28,5,5
0,263,0,1,100.3,40,29,4
1,323,0,0,62.0,22,26,2
0,47,1,1,75.0,43,16,3
0,0,1,1,105.75,23,31,2
0,14,2,1,228.5,31,5,2
0,0,0,3,111.0,8,16,1
0,181,0,1,205.14,34,26,10
0,3,0,1,74.8,9,28,4
0,4,0,5,75.0,33,11,2
0,92,0,1,61.2,5,28,4
0,33,0,2,65.45,10,6,0
0,94,0,2,98.1,15,14,2
0,6,0,5,80.0,1,3,1
0,207,2,1,76.5,34,21,3
0,46,0,0,65.0,1,1,0
0,160,1,1,99.45,22,22,2
0,68,0,1,75.0,16,17,0
2,9,0,0,76.0,21,15,0
0,302,0,0,81.0,19,9,4
0,47,0,0,62.0,49,5,1
0,233,0,1,90.95,36,29,5
0,27,1,1,119.33,46,12,1
0,7,0,5,30.0,47,16,1
0,78,0,0,85.0,4,25,2
1,168,0,0,80.0,18,28,3
0,139,1,1,65.7,22,26,3
0,91,2,1,230.0,33,17,1
0,31,1,1,68.0,12,20,4
1,302,0,0,62.0,19,5,2
0,91,1,3,112.5,30,23,2
0,69,0,0,85.67,44,25,1
1,393,0,0,72.0,41,8,2
0,112,1,1,92.55,52,26,4
0,137,0,1,135.9,40,30,2
0,15,1,1,165.5,34,18,3
0,59,2,1,171.0,37,6,5
1,307,0,0,62.0,34,20,2
0,55,0,2,71.33,53,31,3
1,164,0,0,160.0,20,15,2
0,69,1,1,56.0,12,18,2
0,85,1,3,65.44,44,24,7
0,13,1,1,137.67,18,28,3
0,54,0,1,103.5,29,10,0
0,10,2,1,136.67,45,3,3
0,228,1,1,106.2,22,22,0
0,79,0,1,171.0,17,26,3
0,31,1,2,55.8,50,11,2
0,1,0,3,98.0,16,15,1
0,23,1,1,77.0,8,19,0
0,34,0,2,0.0,44,27,0
0,104,1,2,123.0,30,19,5
0,265,2,1,112.87,25,24,8
0,163,1,3,94.5,31,27,2
0,181,0,2,120.0,42,11,2
0,17,0,2,58.0,52,21,4
0,36,1,1,58.0,15,6,4
1,211,0,2,100.0,21,20,2
0,45,1,1,152.0,24,14,4
0,67,1,2,40.95,14,8,6
0,4,0,1,110.71,44,24,0
0,46,1,1,37.8,48,24,3
0,50,1,1,71.28,1,3,2
0,176,1,1,42.45,12,16,3
0,321,1,3,132.8,29,13,4
1,629,0,0,62.0,13,30,2
0,8,0,2,46.5,8,19,2
0,189,1,1,53.57,43,21,2
0,13,0,2,116.5,33,14,8
1,426,0,0,62.0,37,8,2
0,59,0,2,75.0,46,11,2
1,59,0,0,80.0,4,23,1
0,0,0,3,221.5,32,31,0
0,59,1,1,93.6,48,26,1
0,5,2,1,92.0,7,18,1
0,221,1,2,74.0,41,10,1
0,254,0,0,36.0,37,12,2
0,76,1,1,102.2,12,24,2
0,75,1,1,130.0,33,16,1
0,0,0,1,32.3,2,4,1
0,127,0,2,90.0,18,28,3
0,37,0,1,88.0,50,10,1
0,316,0,0,100.0,22,26,3
1,283,0,0,62.0,31,27,1
0,21,1,1,108.0,30,24,0
0,57,1,1,79.2,45,1,3
0,268,0,2,80.75,42,9,3
0,241,0,0,30.8,12,21,5
0,7,2,1,141.95,23,29,3
1,391,0,0,65.0,31,27,2
1,201,0,0,110.0,24,14,4
0,278,0,0,62.0,30,22,2
1,88,0,0,170.0,39,26,2
0,25,2,1,39.0,3,10,2
0,258,0,0,62.8,27,2,2
0,9,0,2,44.8,2,8,3
0,126,1,2,80.75,23,2,3
0,175,0,2,130.0,23,9,2
0,0,0,1,155.33,36,31,2
0,20,0,2,35.25,2,8,2
0,476,0,2,112.67,28,15,1
0,5,2,1,218.0,35,28,4
0,39,0,2,87.0,33,14,2
0,12,1,1,146.0,19,7,8
0,207,0,2,34.0,39,26,1
0,35,0,1,53.87,20,14,4
0,27,1,1,215.71,31,1,5
0,25,0,3,61.0,10,5,1
0,52,1,1,99.0,44,29,1
0,73,0,1,94.0,15,3,1
0,53,0,2,111.2,30,22,8
0,116,0,0,90.0,12,24,2
0,202,0,1,94.33,45,2,4
0,68,0,2,48.0,40,29,2
0,2,1,3,79.0,6,9,2
0,24,0,1,141.0,6,10,2
1,56,0,0,60.0,5,1,3
0,264,0,0,0.0,28,8,2
0,7,0,0,47.0,9,2,3
0,233,2,2,129.7,27,2,5
0,278,1,1,89.1,33,13,2
0,161,0,3,78.5,25,17,5
0,312,1,1,80.1,25,18,5
0,86,1,2,71.0,28,6,5
0,5,1,5,65.0,28,11,3
0,145,0,2,94.5,35,29,1
0,31,0,2,75.0,16,21,3
0,291,2,1,80.75,53,28,4
1,188,0,2,130.0,25,15,2
0,224,1,1,109.31,36,3,3
0,141,1,1,114.3,33,10,2
0,7,2,2,55.0,10,2,2
1,66,0,0,100.0,15,9,0
0,152,4,1,254.0,33,18,2
0,12,0,3,76.5,3,16,5
0,29,1,1,105.0,38,15,1
1,114,0,2,75.0,27,1,2
0,395,2,2,112.67,20,17,3
0,77,0,1,202.0,35,22,2
0,2,0,3,95.0,21,21,1
0,0,0,3,0.0,12,16,0
0,4,1,1,65.0,10,7,1
0,137,1,1,118.8,34,19,2
0,36,1,1,144.0,30,28,1
0,192,2,1,119.0,11,15,4
1,198,0,0,120.0,37,9,2
0,233,0,1,179.1,28,10,5
0,33,1,1,80.0,39,18,0
0,29,2,1,149.1,45,31,3
0,31,1,0,305.0,53,30,2
0,116,0,1,37.8,47,17,3
0,32,0,1,131.4,14,1,2
0,87,2,1,154.0,33,13,3
0,231,1,1,253.33,31,2,4
0,9,1,1,55.4,13,20,3
0,3,0,1,98.0,3,16,0
0,11,3,1,135.0,41,2,0
0,0,1,1,145.0,39,21,2
0,20,0,1,107.0,4,25,1
0,91,0,2,100.0,16,17,4
0,265,1,2,72.08,32,3,5
0,100,1,1,152.1,34,16,2
0,24,0,1,191.0,31,30,1
0,19,0,1,108.0,5,2,3
1,92,0,0,79.0,9,26,2
1,74,0,2,101.5,38,18,2
0,35,1,1,98.1,10,29,5
0,66,1,1,127.38,32,4,1
0,173,0,1,114.92,28,15,5
0,0,0,3,90.0,41,4,1
0,281,2,1,90.0,12,23,3
0,34,0,0,62.0,32,5,2
0,7,0,1,115.0,28,15,1
0,120,0,2,89.1,17,23,1
0,16,1,1,161.43,14,4,5
0,3,0,5,65.0,23,30,1
0,1,0,3,40.0,11,7,0
0,6,1,1,139.0,27,30,1
0,328,0,1,170.0,36,28,5
0,156,0,2,72.25,33,8,5
0,4,1,2,108.0,14,4,1
0,9,0,0,110.0,18,29,2
0,212,0,0,105.0,22,2,2
0,158,3,1,89.25,31,25,3
0,37,0,1,106.9,29,15,4
0,52,0,1,96.9,50,7,4
1,450,0,0,90.0,28,11,1
0,199,1,1,168.3,31,26,3
0,259,1,3,74.8,8,22,4
0,15,0,0,90.0,5,3,1
0,261,1,1,153.75,30,28,2
0,351,0,0,82.0,14,8,5
1,372,0,2,90.0,14,4,1
0,4,0,1,155.0,19,11,2
0,41,0,5,52.2,46,12,3
1,323,0,0,72.0,22,3,5
0,15,0,5,81.0,8,19,1
0,267,0,1,112.22,26,28,4
0,179,3,2,104.55,29,10,7
0,15,0,3,0.0,27,6,0
0,183,1,1,204.29,26,1,10
0,16,2,3,253.57,32,31,5
0,2,1,1,35.11,4,26,3
0,56,2,1,93.6,13,31,2
1,342,0,0,170.0,39,24,4
0,114,0,0,78.0,7,15,4
0,93,1,1,73.95,12,17,3
0,46,0,3,43.89,44,26,5
0,7,0,2,56.0,10,2,2
0,84,0,3,74.6,16,18,5
0,43,1,1,88.4,50,8,3
1,54,0,2,65.0,3,18,3
0,37,0,3,231.0,31,27,3
0,153,1,1,101.35,31,30,5
1,368,0,0,90.0,26,28,3
0,269,1,1,117.0,25,22,3
0,164,1,2,70.86,27,30,5
0,0,0,3,67.5,16,15,1
0,50,1,1,88.2,13,29,1
0,54,0,1,138.6,2,14,1
1,15,0,2,95.0,7,17,2
0,48,0,3,95.0,20,11,1
0,85,2,1,151.2,41,7,2
0,13,0,1,85.29,1,7,1
0,3,0,1,48.0,2,5,2
0,92,1,1,105.3,18,28,1
1,224,0,0,90.0,37,11,2
0,312,0,0,62.0,35,25,4
0,129,3,1,158.67,29,10,4
0,1,1,1,133.0,18,2,2
0,11,1,1,46.4,50,9,4
0,139,2,1,175.5,31,5,1
0,59,0,0,62.0,6,6,2
0,16,0,5,76.0,11,8,3
0,63,0,2,58.0,8,15,3
0,131,1,1,97.02,26,27,5
1,229,0,0,110.0,28,12,4
0,63,1,0,41.52,9,1,19
0,8,0,5,38.0,2,8,1
0,29,0,2,27.0,47,19,10
1,148,0,0,95.0,18,4,2
0,134,2,1,122.0,19,13,3
0,6,1,1,109.0,21,19,2
0,48,0,1,189.0,32,6,5
0,5,1,5,65.0,47,15,3
1,30,0,2,140.0,23,2,2
0,84,0,2,52.85,18,6,5
0,7,0,1,76.0,21,22,0
0,34,0,1,149.4,29,12,3
0,153,0,1,186.3,34,19,1
1,274,0,0,62.0,15,7,2
1,226,0,2,105.0,24,16,2
0,14,1,1,43.0,12,14,6
0,120,1,2,71.1,29,22,2
0,5,0,2,50.0,47,17,2
0,177,2,2,142.2,28,9,6
0,130,2,1,77.7,37,9,4
0,313,0,0,48.0,14,8,5
0,251,2,2,59.4,22,31,5
1,113,0,2,75.0,9,25,3
0,61,0,1,141.0,15,14,2
1,92,0,0,79.0,9,26,2
0,4,0,1,140.0,41,2,0
0,0,2,3,75.0,33,10,4
0,49,1,1,108.8,13,21,3
0,18,3,1,60.0,42,11,1
0,10,1,3,56.0,15,9,2
0,82,1,1,74.15,18,25,0
0,184,1,0,125.0,29,16,1
0,18,0,2,88.8,20,9,1
2,169,0,0,66.0,14,31,3
0,134,0,3,128.7,40,1,1
0,2,0,5,75.0,44,27,1
0,179,3,1,90.9,44,27,3
0,21,1,1,35.1,49,3,1
0,0,1,1,111.0,25,14,1
1,50,0,0,75.0,43,24,1
0,235,1,0,65.0,26,24,2
0,133,0,2,90.95,24,8,3
0,9,0,0,90.0,39,18,0
0,9,0,5,65.0,48,23,2
0,148,0,1,179.0,36,1,5
0,1,1,1,89.0,16,16,1
0,52,1,1,100.33,53,28,2
1,69,0,2,120.0,25,12,4
0,94,0,2,80.75,19,2,3
0,11,0,0,21.0,49,5,1
0,53,0,1,135.9,32,4,3
0,3,1,4,0.0,48,25,2
1,137,0,0,70.0,5,27,2
0,55,1,1,88.0,6,7,5
0,211,0,1,256.5,31,4,4
0,14,0,2,100.0,42,15,2
0,69,2,1,42.0,7,16,2
0,40,2,1,62.29,9,21,1
0,111,0,2,93.6,32,4,5
0,108,1,2,49.7,2,12,5
0,0,0,3,93.0,20,9,0
0,28,0,5,95.0,21,19,2
0,284,0,1,104.4,16,22,1
0,112,2,1,145.0,35,31,3
0,72,0,1,140.0,23,10,1
0,78,1,1,91.2,29,19,3
0,88,0,1,76.5,15,7,2
0,14,1,1,109.0,26,22,2
0,156,0,2,118.1,31,24,5
0,159,1,1,90.95,27,27,3
1,341,0,0,62.0,39,23,2
0,22,0,1,295.0,35,27,2
0,158,1,0,95.0,13,27,1
0,40,0,0,48.75,3,16,1
1,349,0,0,62.0,40,1,2
0,36,0,2,71.0,4,19,2
0,61,1,2,125.0,34,23,1
0,19,0,1,182.5,15,12,4
0,350,1,1,93.29,21,26,5
0,73,0,1,147.5,30,24,3
0,36,0,1,48.0,52,24,2
0,120,2,1,107.0,38,13,3
0,180,0,2,130.0,42,10,2
0,14,2,3,75.0,29,17,2
0,49,2,1,79.2,45,3,2
0,10,2,1,136.14,37,12,5
0,24,0,1,161.5,45,1,4
0,116,1,1,120.0,19,11,3
1,360,0,0,62.0,42,12,1
0,195,1,1,89.25,37,7,5
1,158,0,0,130.0,22,24,2
0,240,0,1,80.75,44,27,3
0,256,0,2,91.9,36,31,4
0,7,0,5,32.0,47,21,1
0,22,0,1,129.0,13,21,1
0,106,1,1,92.28,24,8,4
0,224,1,1,114.9,37,4,4
0,22,0,4,0.0,17,23,0
0,22,0,1,68.0,5,29,2
0,15,0,1,68.0,12,19,2
0,22,0,0,46.0,8,23,2
0,16,0,0,170.0,39,25,3
1,608,0,0,62.0,10,9,2
1,226,0,0,96.0,35,27,1
0,58,2,1,90.68,45,31,3
1,68,0,0,75.0,8,17,2
0,24,0,3,59.0,7,12,2
0,25,2,1,127.67,16,16,1
0,75,1,3,113.81,53,27,5
0,287,0,0,37.0,42,15,3
1,108,0,2,90.0,13,31,2
0,124,0,1,116.49,21,27,5
0,27,1,5,45.0,14,2,2
1,301,0,2,101.5,33,14,2
0,86,0,2,90.9,23,2,5
0,218,0,2,90.0,36,31,5
0,58,0,2,81.0,5,27,2
0,96,0,2,78.0,40,28,4
1,112,0,0,64.0,14,30,2
0,255,0,2,98.4,23,5,7
0,352,0,2,68.88,23,4,2
1,244,0,2,36.0,36,3,3
0,51,1,1,68.92,3,21,5
0,251,0,2,141.05,33,9,8
0,17,1,1,230.0,35,22,3
0,78,0,3,271.0,34,16,5
0,10,0,2,65.0,4,22,1
0,8,0,1,224.0,14,5,2
0,165,0,2,46.0,41,2,2
0,40,0,0,55.0,3,16,2
0,165,0,1,140.0,26,26,5
0,126,1,3,104.8,8,15,3
0,1,0,2,141.0,20,11,1
0,67,0,1,137.7,15,9,1
0,19,1,2,90.0,41,6,3
0,3,2,1,115.0,14,3,1
0,1,2,1,129.0,26,22,1
0,10,1,0,95.0,13,27,1
0,67,1,1,127.8,37,4,5
0,1,0,3,93.0,5,1,1
0,56,2,1,119.7,28,3,3
0,75,0,1,118.0,26,25,1
0,2,0,3,0.0,10,9,19
0,4,1,1,231.0,31,30,1
1,451,0,0,90.0,25,20,1
0,301,1,2,115.0,31,30,1
0,16,0,5,75.0,11,11,1
1,79,0,2,75.0,46,13,2
0,226,1,1,220.98,32,11,4
0,155,2,1,137.25,24,15,3
0,1,0,4,0.0,18,3,2
0,101,0,1,93.6,53,31,3
0,192,0,2,102.0,39,25,3
0,29,2,1,178.0,31,28,1
0,27,0,2,80.75,26,20,3
0,0,0,2,48.0,44,25,2
0,151,0,2,70.0,4,19,3
0,30,0,5,48.0,46,9,5
0,195,0,1,212.0,33,19,2
0,50,1,1,200.67,35,22,6
0,2,1,3,176.0,29,15,2
1,286,0,0,65.0,21,17,1
0,91,0,1,70.14,40,2,2
0,93,2,1,134.0,34,17,5
1,274,0,0,36.05,40,3,5
0,1,2,1,189.0,49,3,1
1,104,0,0,160.0,20,15,2
0,13,0,1,85.0,12,25,1
0,71,0,1,134.0,31,29,4
0,58,0,1,79.2,51,15,3
0,1,1,3,126.0,39,22,1
0,0,0,5,42.0,47,17,4
0,1,1,3,105.0,47,13,2
0,11,0,3,79.0,8,14,5
0,12,1,1,134.75,46,7,2
1,391,0,0,62.0,32,4,2
0,94,0,0,62.0,7,13,3
0,21,0,1,60.0,51,18,2
0,92,0,1,121.8,31,28,3
0,38,1,1,65.0,13,31,2
0,6,1,1,127.82,29,11,1
0,1,0,1,155.0,41,7,2
0,181,0,2,120.0,42,11,2
0,227,0,1,99.0,25,23,2
0,114,0,1,88.4,2,14,2
0,24,2,1,99.0,25,13,1
0,0,0,5,39.0,16,11,3
0,3,0,1,58.0,10,5,1
0,185,0,0,90.0,39,21,1
0,163,2,1,74.65,44,23,3
0,134,1,1,105.3,32,4,2
0,78,0,5,32.0,47,21,1
0,409,0,0,90.0,22,31,3
0,47,1,1,126.9,23,2,1
0,43,1,1,153.23,33,12,2
0,5,0,2,58.0,51,14,3
0,69,0,0,85.67,44,25,1
1,86,0,0,46.0,10,9,3
0,33,1,1,66.06,8,15,3
0,95,0,0,47.0,17,23,10
0,111,0,1,230.0,26,29,1
0,169,1,1,99.0,14,8,1
0,315,0,2,71.26,40,29,7
0,240,2,1,253.1,53,31,1
0,9,3,3,319.0,34,22,1
1,313,0,2,90.0,17,29,1
