hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,135,2017,April,17,23,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,90.0,0,0,Canceled,2016-12-09
Resort Hotel,0,113,2016,May,20,11,2,7,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,75.0,,0,Contract,68.85,0,0,Check-Out,2016-05-20
City Hotel,1,95,2016,November,45,5,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-10-21
City Hotel,0,21,2016,November,48,22,0,5,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,115.55,0,3,Check-Out,2016-11-27
City Hotel,0,84,2016,August,32,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,126.9,1,1,Check-Out,2016-08-06
Resort Hotel,0,7,2017,August,35,30,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.0,1,1,Check-Out,2017-09-04
City Hotel,0,63,2015,October,44,27,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,72.25,0,3,Check-Out,2015-11-01
Resort Hotel,0,234,2016,September,37,9,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,75.03,0,1,Check-Out,2016-09-12
City Hotel,0,1,2016,September,37,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,43,A,B,0,No Deposit,,40.0,0,Transient,67.0,1,0,Check-Out,2016-09-09
City Hotel,1,20,2016,January,5,24,2,2,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.5,0,0,Canceled,2016-01-09
City Hotel,1,98,2017,August,34,21,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,2,Canceled,2017-05-16
Resort Hotel,0,66,2016,October,44,24,1,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient,48.0,0,1,Check-Out,2016-10-28
City Hotel,1,286,2015,July,31,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,109,2017,April,17,26,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.86,0,0,Canceled,2017-04-24
Resort Hotel,0,5,2015,December,52,20,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,1,Check-Out,2015-12-22
Resort Hotel,0,0,2016,January,2,3,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-01-04
Resort Hotel,1,203,2017,August,33,18,4,8,2,1.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,126.8,0,3,Canceled,2017-02-25
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,1,60,2017,April,15,15,0,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,230.0,0,0,Canceled,2017-03-12
City Hotel,0,120,2017,August,31,4,2,4,2,0.0,0,BB,LUX,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,135.0,0,0,Check-Out,2017-08-10
Resort Hotel,0,1,2016,May,21,20,1,2,2,0.0,0,HB,,Direct,Direct,0,0,1,A,D,1,No Deposit,,,0,Transient,110.0,0,2,Check-Out,2016-05-23
City Hotel,0,161,2016,August,34,16,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,9.0,,0,Transient-Party,82.35,0,2,Check-Out,2016-08-18
City Hotel,0,197,2016,July,30,17,1,0,0,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,86.5,0,0,Check-Out,2016-07-18
City Hotel,0,1,2017,April,14,5,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,1,12,A,A,0,No Deposit,,91.0,0,Transient,95.0,0,3,Check-Out,2017-04-06
City Hotel,1,278,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-06-29
City Hotel,1,171,2016,September,38,16,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-03-30
City Hotel,1,11,2017,June,24,11,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1,Canceled,2017-06-05
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04
Resort Hotel,1,85,2017,April,17,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,48.0,0,0,Canceled,2017-02-22
Resort Hotel,1,72,2016,February,6,6,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
City Hotel,0,91,2016,September,40,30,1,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3.0,,0,Transient-Party,75.0,0,0,Check-Out,2016-10-03
City Hotel,0,48,2016,November,45,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,2,Check-Out,2016-11-06
City Hotel,0,11,2016,March,10,4,0,2,2,0.0,0,SC,AUT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,93.0,0,0,Check-Out,2016-03-06
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24
City Hotel,0,12,2016,November,48,23,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.38,0,1,Check-Out,2016-11-27
City Hotel,0,86,2016,July,31,26,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,97.54,0,1,Check-Out,2016-07-29
Resort Hotel,0,8,2016,October,41,6,1,3,2,0.0,0,BB,SUR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,405.0,0,Transient-Party,56.0,1,0,Check-Out,2016-10-10
Resort Hotel,0,152,2017,July,28,11,2,5,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,208.86,1,2,Check-Out,2017-07-18
City Hotel,0,179,2017,May,18,5,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0,0,Check-Out,2017-05-08
Resort Hotel,0,3,2015,August,32,7,3,7,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,211.0,0,3,Check-Out,2015-08-17
City Hotel,1,97,2016,May,22,22,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,112.01,0,0,Canceled,2016-03-28
City Hotel,0,155,2017,August,32,7,1,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,2,Check-Out,2017-08-12
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17
Resort Hotel,0,15,2017,January,4,28,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,44.0,0,1,Check-Out,2017-01-29
Resort Hotel,0,0,2015,August,33,11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,191.0,0,1,Check-Out,2015-08-13
Resort Hotel,1,217,2016,September,37,6,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Canceled,2016-02-04
City Hotel,1,126,2017,April,16,17,1,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Canceled,2016-12-27
City Hotel,1,0,2017,April,15,10,0,0,0,0.0,0,SC,,Complementary,Corporate,0,0,0,P,P,0,No Deposit,,279.0,0,Transient,0.0,0,0,Canceled,2017-04-10
Resort Hotel,1,203,2016,May,20,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient-Party,46.0,0,0,Canceled,2016-03-29
Resort Hotel,0,31,2015,July,30,25,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,107.2,1,0,Check-Out,2015-08-01
Resort Hotel,0,0,2015,October,44,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,39.0,0,0,Check-Out,2015-10-28
Resort Hotel,1,51,2015,July,27,4,0,1,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,105.0,0,0,Canceled,2015-05-29
City Hotel,0,62,2016,June,24,9,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Check-Out,2016-06-12
City Hotel,0,0,2017,June,26,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87.0,,0,Transient-Party,120.0,0,0,Check-Out,2017-06-29
City Hotel,0,1,2016,June,24,8,0,1,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.0,0,2,Check-Out,2016-06-09
Resort Hotel,0,26,2017,February,8,25,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,57.96,0,0,Check-Out,2017-02-28
Resort Hotel,0,128,2017,April,15,13,2,8,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,493.0,,0,Contract,80.0,0,0,Check-Out,2017-04-23
Resort Hotel,0,7,2016,October,45,30,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,71.0,1,1,Check-Out,2016-11-05
Resort Hotel,0,320,2017,August,33,14,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,258.0,1,2,Check-Out,2017-08-18
City Hotel,1,140,2016,October,42,11,0,3,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,108.0,0,2,Canceled,2016-10-10
Resort Hotel,0,1,2016,February,10,29,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,66.0,1,0,Check-Out,2016-03-04
City Hotel,0,1,2016,June,25,15,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,4,Check-Out,2016-06-18
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0,0,Canceled,2016-02-27
City Hotel,1,141,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,27,Transient-Party,75.0,0,0,Canceled,2016-05-02
Resort Hotel,0,20,2016,December,51,17,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,240.0,,0,Transient,90.0,0,2,Check-Out,2016-12-22
City Hotel,1,46,2017,June,25,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-06-06
Resort Hotel,0,4,2017,August,33,19,2,3,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,350.2,0,1,Check-Out,2017-08-24
Resort Hotel,0,24,2016,February,7,12,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,59.0,1,0,Check-Out,2016-02-14
City Hotel,1,208,2016,July,31,30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,0,Canceled,2016-01-09
Resort Hotel,1,155,2016,December,53,26,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2,Canceled,2016-12-04
Resort Hotel,0,3,2016,December,53,27,0,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,63.0,0,2,Check-Out,2016-12-29
Resort Hotel,0,34,2017,March,9,1,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,55.0,0,1,Check-Out,2017-03-02
City Hotel,1,8,2017,January,4,25,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2017-01-17
City Hotel,0,23,2016,August,32,2,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2016-08-04
City Hotel,0,2,2016,March,11,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.0,0,1,Check-Out,2016-03-09
Resort Hotel,0,1,2017,February,9,26,2,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,6,A,D,3,No Deposit,,,0,Transient,63.5,1,2,Check-Out,2017-02-28
Resort Hotel,0,19,2016,October,44,27,0,3,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,136.67,0,1,Check-Out,2016-10-30
Resort Hotel,0,2,2016,November,48,24,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,484.0,0,Transient,48.4,0,1,Check-Out,2016-11-25
Resort Hotel,1,385,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,66.0,0,0,Canceled,2015-10-14
Resort Hotel,0,236,2016,May,20,12,0,3,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,48.0,0,0,Check-Out,2016-05-15
City Hotel,1,46,2016,December,50,7,0,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0,0,Canceled,2016-10-22
City Hotel,0,61,2017,March,12,19,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-03-22
City Hotel,0,85,2016,October,41,7,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,2,Check-Out,2016-10-09
City Hotel,1,58,2016,January,5,27,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,87.0,,0,Transient-Party,80.67,0,1,Canceled,2016-01-26
City Hotel,1,185,2017,August,32,8,0,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,164.7,0,0,Canceled,2017-04-04
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016-03-18
City Hotel,1,85,2017,March,11,16,0,3,3,0.0,0,HB,GRC,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,160.2,0,0,Canceled,2017-03-06
Resort Hotel,0,196,2016,December,53,30,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,308.0,0,Transient-Party,114.0,0,0,Check-Out,2017-01-02
City Hotel,1,243,2017,July,30,26,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25
City Hotel,1,154,2016,October,43,16,2,2,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,0,Canceled,2016-05-20
City Hotel,1,42,2017,March,12,25,2,6,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,109.95,0,0,Canceled,2017-02-13
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
Resort Hotel,0,1,2017,February,7,18,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,56.0,0,1,Check-Out,2017-02-21
Resort Hotel,0,0,2015,September,38,16,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,129.0,1,1,Check-Out,2015-09-18
City Hotel,0,36,2016,June,23,1,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,2,Check-Out,2016-06-02
City Hotel,0,33,2016,April,16,16,2,1,1,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,7.0,,0,Transient,91.48,0,1,Check-Out,2016-04-19
Resort Hotel,0,0,2017,April,17,28,0,1,1,0.0,0,BB,AGO,Direct,Direct,1,0,1,A,A,0,No Deposit,,,0,Transient,87.0,1,0,Check-Out,2017-04-29
City Hotel,0,173,2016,December,53,26,3,8,2,1.0,0,BB,BRA,Direct,Direct,0,0,0,E,F,4,No Deposit,,,0,Transient,117.82,0,1,Check-Out,2017-01-06
Resort Hotel,0,0,2016,April,17,18,1,2,2,0.0,0,BB,ARG,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,77.0,1,0,Check-Out,2016-04-21
Resort Hotel,0,4,2016,July,31,26,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,314.0,,0,Transient,151.2,0,1,Check-Out,2016-07-27
City Hotel,0,1,2016,September,38,16,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,0,0,Check-Out,2016-09-17
Resort Hotel,0,1,2017,May,18,6,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.5,0,2,Check-Out,2017-05-08
Resort Hotel,0,183,2016,April,16,16,1,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-04-18
Resort Hotel,0,5,2017,January,3,21,0,1,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,96.0,0,0,Check-Out,2017-01-22
Resort Hotel,0,43,2017,June,25,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,531.0,,0,Transient,135.4,0,2,Check-Out,2017-06-28
City Hotel,1,113,2016,February,9,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
City Hotel,1,39,2016,September,38,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-08-08
City Hotel,0,39,2017,January,3,20,2,4,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Check-Out,2017-01-26
City Hotel,0,8,2017,April,14,5,0,2,2,2.0,0,BB,IND,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,224.0,0,0,Check-Out,2017-04-07
Resort Hotel,1,238,2016,September,37,7,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,89.0,0,0,Canceled,2016-02-09
City Hotel,0,43,2015,July,27,3,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,43.0,0,0,Check-Out,2015-07-05
City Hotel,1,3,2015,August,34,17,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,38.0,0,Transient,79.2,0,0,Canceled,2015-08-17
Resort Hotel,0,3,2017,March,11,18,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0,1,Check-Out,2017-03-19
Resort Hotel,0,7,2016,April,18,26,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,248.0,,0,Transient,30.0,0,0,Check-Out,2016-04-28
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-04-27
City Hotel,0,136,2016,August,33,13,2,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,88.01,0,1,Check-Out,2016-08-16
City Hotel,0,1,2016,June,26,22,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0,2,Check-Out,2016-06-23
Resort Hotel,0,385,2016,October,43,19,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,49.0,0,0,Check-Out,2016-10-24
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
City Hotel,0,221,2015,October,41,10,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-10-13
City Hotel,1,211,2016,May,23,31,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,46,Transient,115.0,0,0,Canceled,2015-12-18
City Hotel,1,19,2017,August,34,26,2,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.8,0,0,Canceled,2017-08-10
City Hotel,1,48,2015,October,44,25,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,0,Canceled,2015-09-10
City Hotel,1,100,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-10-19
City Hotel,0,37,2017,May,20,17,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,218.0,0,3,Check-Out,2017-05-20
Resort Hotel,0,31,2017,April,15,10,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,122.5,0,2,Check-Out,2017-04-14
City Hotel,0,23,2016,January,1,2,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,87.0,0,0,Check-Out,2016-01-05
Resort Hotel,0,1,2016,May,20,10,0,1,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient-Party,109.0,0,1,Check-Out,2016-05-11
Resort Hotel,0,25,2016,March,11,6,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-03-09
City Hotel,0,251,2016,September,40,25,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.3,0,2,Check-Out,2016-09-29
City Hotel,0,44,2017,January,1,1,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,60.0,0,0,Check-Out,2017-01-03
Resort Hotel,0,121,2016,July,31,29,2,6,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,221.38,0,1,Check-Out,2016-08-06
City Hotel,0,155,2017,April,16,19,0,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,,22,Transient-Party,124.0,0,0,Check-Out,2017-04-23
City Hotel,1,107,2017,March,11,15,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2,Canceled,2016-12-14
Resort Hotel,0,1,2015,November,47,16,1,4,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,68.0,0,0,Check-Out,2015-11-21
Resort Hotel,1,75,2015,December,53,29,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.83,0,1,Canceled,2015-12-04
